Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-09-03 08:01:14,2021-09-03 08:02:57,1m - 42.780s,FAILED
,,,,,,,
Test Cases/Login/TC01 - login_renterdash,Chrome 92.0.4515.159,,,2021-09-03 08:01:14,2021-09-03 08:01:20,5.522s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:01:15,2021-09-03 08:01:15,0.038s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-03 08:01:16,2021-09-03 08:01:20,3.789s,PASSED
navigateToUrl(URL),Chrome 92.0.4515.159,,,2021-09-03 08:01:20,2021-09-03 08:01:20,0.292s,FAILED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:01:20,2021-09-03 08:01:20,0.000s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-09-03 08:01:20,2021-09-03 08:01:53,32.294s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:01:20,2021-09-03 08:01:20,0.016s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-09-03 08:01:21,2021-09-03 08:01:53,31.386s,FAILED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:01:53,2021-09-03 08:01:53,0.004s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-09-03 08:01:53,2021-09-03 08:02:24,31.383s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:01:53,2021-09-03 08:01:53,0.005s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-09-03 08:01:53,2021-09-03 08:02:24,31.338s,FAILED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:02:24,2021-09-03 08:02:24,0.004s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC05 - Upload Docs,Chrome 92.0.4515.159,,,2021-09-03 08:02:24,2021-09-03 08:02:57,32.129s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:02:24,2021-09-03 08:02:24,0.003s,PASSED
"click(findTestObject(""Actions_AddMember/Page_AddMember_UploadDocs/btn_upload_id""))",Chrome 92.0.4515.159,,,2021-09-03 08:02:25,2021-09-03 08:02:57,31.267s,FAILED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-03 08:02:57,2021-09-03 08:02:57,0.001s,PASSED
