Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-09-07 14:40:27,2021-09-07 14:41:47,1m - 20.171s,FAILED
,,,,,,,
Test Cases/Login/TC01 - login_renterdash,Chrome 92.0.4515.159,,,2021-09-07 14:40:28,2021-09-07 14:40:54,26.704s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:40:28,2021-09-07 14:40:28,0.028s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-07 14:40:30,2021-09-07 14:40:35,5.265s,PASSED
navigateToUrl(URL),Chrome 92.0.4515.159,,,2021-09-07 14:40:35,2021-09-07 14:40:43,8.009s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Chrome 92.0.4515.159,,,2021-09-07 14:40:43,2021-09-07 14:40:53,9.833s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-09-07 14:40:53,2021-09-07 14:40:54,0.755s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-09-07 14:40:54,2021-09-07 14:40:54,0.612s,PASSED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:40:54,2021-09-07 14:40:54,0.007s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-09-07 14:40:55,2021-09-07 14:41:47,52.038s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:40:55,2021-09-07 14:40:55,0.003s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""), 30, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:40:56,2021-09-07 14:41:11,14.711s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-09-07 14:41:11,2021-09-07 14:41:11,0.579s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""), 30, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:41:11,2021-09-07 14:41:17,5.350s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-09-07 14:41:17,2021-09-07 14:41:17,0.563s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""), 30, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:41:17,2021-09-07 14:41:18,0.565s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-09-07 14:41:18,2021-09-07 14:41:18,0.642s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), fname)",Chrome 92.0.4515.159,,,2021-09-07 14:41:18,2021-09-07 14:41:20,1.071s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), lname)",Chrome 92.0.4515.159,,,2021-09-07 14:41:20,2021-09-07 14:41:21,0.984s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), email)",Chrome 92.0.4515.159,,,2021-09-07 14:41:21,2021-09-07 14:41:22,1.210s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-09-07 14:41:22,2021-09-07 14:41:23,0.996s,PASSED
"selectOptionByValue(findTestObject(""Actions_AddMember/Page_Poplar Homes/select_Month""), birthmonth, true)",Chrome 92.0.4515.159,,,2021-09-07 14:41:23,2021-09-07 14:41:24,1.546s,PASSED
"selectOptionByValue(findTestObject(""Actions_AddMember/Page_Poplar Homes/select_Day""), birthday, true)",Chrome 92.0.4515.159,,,2021-09-07 14:41:24,2021-09-07 14:41:26,1.877s,PASSED
"selectOptionByValue(findTestObject(""Actions_AddMember/Page_Poplar Homes/select_Year""), birthyear, true)",Chrome 92.0.4515.159,,,2021-09-07 14:41:26,2021-09-07 14:41:30,3.724s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__fullAddress""), address)",Chrome 92.0.4515.159,,,2021-09-07 14:41:30,2021-09-07 14:41:32,1.663s,PASSED
