Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 94.0.4606.61,,,2021-09-30 12:58:47,2021-09-30 13:00:14,1m - 27.525s,FAILED
,,,,,,,
Test Cases/Login/TC01 - login_renterdash,Chrome 94.0.4606.61,,,2021-09-30 12:58:47,2021-09-30 12:59:10,22.104s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 94.0.4606.61,,,2021-09-30 12:58:48,2021-09-30 12:58:48,0.021s,PASSED
"openBrowser("""")",Chrome 94.0.4606.61,,,2021-09-30 12:58:49,2021-09-30 12:58:53,3.637s,PASSED
navigateToUrl(URL),Chrome 94.0.4606.61,,,2021-09-30 12:58:53,2021-09-30 12:58:57,4.767s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), staging_email1)",Chrome 94.0.4606.61,,,2021-09-30 12:58:57,2021-09-30 12:59:08,11.031s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""L2RytoUJxWN6547N/AXOdw=="")",Chrome 94.0.4606.61,,,2021-09-30 12:59:08,2021-09-30 12:59:09,0.570s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 94.0.4606.61,,,2021-09-30 12:59:09,2021-09-30 12:59:10,0.542s,PASSED
Start listener action : sampleAfterTestCase,Chrome 94.0.4606.61,,,2021-09-30 12:59:10,2021-09-30 12:59:10,0.006s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 94.0.4606.61,,,2021-09-30 12:59:10,2021-09-30 13:00:01,50.963s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 94.0.4606.61,,,2021-09-30 12:59:10,2021-09-30 12:59:10,0.002s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""), 30, STOP_ON_FAILURE)",Chrome 94.0.4606.61,,,2021-09-30 12:59:11,2021-09-30 12:59:23,12.599s,PASSED
