Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-09-07 14:34:21,2021-09-07 14:36:07,1m - 45.469s,FAILED
,,,,,,,
Test Cases/Login/TC01 - login_renterdash,Chrome 92.0.4515.159,,,2021-09-07 14:34:22,2021-09-07 14:35:03,41.225s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:34:23,2021-09-07 14:34:23,0.035s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-07 14:34:25,2021-09-07 14:34:30,5.454s,PASSED
navigateToUrl(URL),Chrome 92.0.4515.159,,,2021-09-07 14:34:30,2021-09-07 14:34:42,11.812s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Chrome 92.0.4515.159,,,2021-09-07 14:34:42,2021-09-07 14:34:44,2.456s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-09-07 14:34:44,2021-09-07 14:34:46,1.428s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-09-07 14:34:46,2021-09-07 14:34:46,0.635s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:34:46,2021-09-07 14:34:56,10.136s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:34:56,2021-09-07 14:35:03,6.957s,PASSED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:35:03,2021-09-07 14:35:03,0.006s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-09-07 14:35:04,2021-09-07 14:36:07,1m - 2.759s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:35:04,2021-09-07 14:35:04,0.003s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""), 30, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:35:05,2021-09-07 14:35:36,31.314s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-09-07 14:35:36,2021-09-07 14:35:37,0.617s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""), 30, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:35:37,2021-09-07 14:35:38,0.539s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-09-07 14:35:38,2021-09-07 14:35:38,0.523s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""), 30, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:35:38,2021-09-07 14:35:39,0.537s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-09-07 14:35:39,2021-09-07 14:35:39,0.602s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), fname)",Chrome 92.0.4515.159,,,2021-09-07 14:35:39,2021-09-07 14:35:40,0.982s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), lname)",Chrome 92.0.4515.159,,,2021-09-07 14:35:40,2021-09-07 14:35:41,0.962s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), email)",Chrome 92.0.4515.159,,,2021-09-07 14:35:41,2021-09-07 14:35:42,1.123s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-09-07 14:35:42,2021-09-07 14:35:43,1.009s,PASSED
